date,datetime,cash_type,card,money(Ksh),coffee_name
5/30/2024,29:06.3,card,ANON-0000-0000-0241,118.818,Cappuccino
5/30/2024,30:21.6,card,ANON-0000-0000-0241,118.818,Latte
5/30/2024,37:05.4,card,ANON-0000-0000-0242,103.383,Americano with Milk
5/30/2024,47:59.1,card,ANON-0000-0000-0001,118.818,Latte
5/30/2024,56:15.5,card,ANON-0000-0000-0097,103.383,Americano with Milk
5/30/2024,16:15.7,card,ANON-0000-0000-0243,72.513,Espresso
5/30/2024,17:38.7,card,ANON-0000-0000-0012,72.513,Espresso
5/30/2024,53:11.2,card,ANON-0000-0000-0206,118.818,Cappuccino
5/30/2024,31:05.4,card,ANON-0000-0000-0244,118.818,Latte
5/30/2024,46:13.8,card,ANON-0000-0000-0009,118.818,Hot Chocolate
5/30/2024,47:21.6,card,ANON-0000-0000-0009,103.383,Americano with Milk
5/31/2024,53:57.3,card,ANON-0000-0000-0245,103.383,Americano with Milk
5/31/2024,21:07.8,card,ANON-0000-0000-0246,118.818,Latte
5/31/2024,23:58.8,cash,,122.85,Latte
5/31/2024,38:07.9,card,ANON-0000-0000-0247,118.818,Hot Chocolate
5/31/2024,39:06.1,card,ANON-0000-0000-0248,118.818,Cocoa
5/31/2024,50:13.0,card,ANON-0000-0000-0249,103.383,Americano with Milk
5/31/2024,23:44.6,card,ANON-0000-0000-0250,118.818,Latte
5/31/2024,25:03.3,card,ANON-0000-0000-0250,118.818,Latte
5/31/2024,06:39.2,card,ANON-0000-0000-0180,118.818,Cappuccino
5/31/2024,33:06.4,card,ANON-0000-0000-0134,103.383,Americano with Milk
5/31/2024,34:32.9,card,ANON-0000-0000-0134,118.818,Latte
5/31/2024,05:47.1,card,ANON-0000-0000-0206,118.818,Cappuccino
5/31/2024,06:52.5,card,ANON-0000-0000-0206,103.383,Americano with Milk
5/31/2024,07:55.4,card,ANON-0000-0000-0206,87.948,Cortado
6/1/2024,27:01.7,card,ANON-0000-0000-0141,87.948,Cortado
6/1/2024,48:24.7,card,ANON-0000-0000-0232,118.818,Latte
6/1/2024,38:09.4,card,ANON-0000-0000-0250,118.818,Latte
6/1/2024,28:53.7,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/1/2024,20:12.8,card,ANON-0000-0000-0251,103.383,Americano with Milk
6/1/2024,21:15.4,card,ANON-0000-0000-0251,103.383,Americano with Milk
6/1/2024,50:10.5,card,ANON-0000-0000-0154,118.818,Cappuccino
6/1/2024,51:13.6,card,ANON-0000-0000-0154,118.818,Cappuccino
6/1/2024,54:59.3,cash,,122.85,Cocoa
6/1/2024,59:09.7,card,ANON-0000-0000-0252,118.818,Cocoa
6/1/2024,51:05.0,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/2/2024,03:25.8,card,ANON-0000-0000-0009,118.818,Latte
6/2/2024,24:02.4,card,ANON-0000-0000-0040,103.383,Americano with Milk
6/2/2024,25:07.2,card,ANON-0000-0000-0040,118.818,Cappuccino
6/2/2024,07:20.5,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/2/2024,30:12.4,card,ANON-0000-0000-0253,118.818,Latte
6/2/2024,43:10.6,cash,,107.1,Americano with Milk
6/3/2024,12:04.1,card,ANON-0000-0000-0001,118.818,Latte
6/3/2024,27:49.8,card,ANON-0000-0000-0191,118.818,Latte
6/3/2024,31:42.3,card,ANON-0000-0000-0025,118.818,Cappuccino
6/3/2024,33:01.0,card,ANON-0000-0000-0024,103.383,Americano with Milk
6/3/2024,34:06.9,card,ANON-0000-0000-0009,118.818,Latte
6/3/2024,42:51.7,cash,,107.1,Americano with Milk
6/3/2024,43:37.5,cash,,107.1,Americano with Milk
6/4/2024,23:42.9,card,ANON-0000-0000-0141,87.948,Cortado
6/4/2024,27:14.0,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/4/2024,02:10.2,card,ANON-0000-0000-0254,118.818,Latte
6/4/2024,05:29.2,card,ANON-0000-0000-0254,118.818,Hot Chocolate
6/4/2024,30:32.5,card,ANON-0000-0000-0255,118.818,Latte
6/4/2024,46:36.7,card,ANON-0000-0000-0192,87.948,Cortado
6/4/2024,47:28.8,card,ANON-0000-0000-0192,118.818,Cappuccino
6/4/2024,13:01.2,card,ANON-0000-0000-0256,118.818,Hot Chocolate
6/4/2024,50:33.9,card,ANON-0000-0000-0257,118.818,Cappuccino
6/4/2024,31:58.9,card,ANON-0000-0000-0258,87.948,Cortado
6/4/2024,33:02.6,card,ANON-0000-0000-0259,103.383,Americano with Milk
6/4/2024,34:55.7,card,ANON-0000-0000-0260,103.383,Americano with Milk
6/4/2024,36:06.9,card,ANON-0000-0000-0260,103.383,Americano with Milk
6/4/2024,37:15.2,card,ANON-0000-0000-0260,103.383,Americano with Milk
6/5/2024,21:49.0,card,ANON-0000-0000-0261,118.818,Cappuccino
6/5/2024,23:06.7,card,ANON-0000-0000-0261,118.818,Cappuccino
6/5/2024,22:43.1,card,ANON-0000-0000-0262,87.948,Americano
6/5/2024,28:50.6,card,ANON-0000-0000-0001,118.818,Latte
6/5/2024,40:53.2,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/5/2024,43:57.7,card,ANON-0000-0000-0263,103.383,Americano with Milk
6/5/2024,59:53.5,card,ANON-0000-0000-0264,118.818,Latte
6/5/2024,10:47.6,card,ANON-0000-0000-0220,118.818,Cocoa
6/5/2024,12:01.7,card,ANON-0000-0000-0220,87.948,Cortado
6/6/2024,52:56.4,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/6/2024,54:08.5,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/6/2024,36:09.7,card,ANON-0000-0000-0001,118.818,Latte
6/6/2024,17:41.5,card,ANON-0000-0000-0265,87.948,Americano
6/6/2024,11:14.2,card,ANON-0000-0000-0224,103.383,Americano with Milk
6/6/2024,24:06.2,card,ANON-0000-0000-0266,118.818,Cappuccino
6/6/2024,14:05.1,card,ANON-0000-0000-0267,118.818,Latte
6/6/2024,15:42.2,card,ANON-0000-0000-0267,118.818,Latte
6/6/2024,18:26.7,card,ANON-0000-0000-0206,118.818,Cappuccino
6/6/2024,19:30.4,card,ANON-0000-0000-0206,103.383,Americano with Milk
6/6/2024,21:04.4,card,ANON-0000-0000-0267,118.818,Latte
6/7/2024,18:04.3,card,ANON-0000-0000-0268,118.818,Cappuccino
6/7/2024,35:28.1,card,ANON-0000-0000-0269,72.513,Espresso
6/7/2024,34:18.3,card,ANON-0000-0000-0164,103.383,Americano with Milk
6/7/2024,45:42.2,card,ANON-0000-0000-0270,87.948,Cortado
6/7/2024,47:15.5,card,ANON-0000-0000-0270,87.948,Cortado
6/8/2024,04:20.0,card,ANON-0000-0000-0271,87.948,Cortado
6/8/2024,26:11.2,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/8/2024,24:54.3,card,ANON-0000-0000-0134,118.818,Cappuccino
6/8/2024,25:56.3,card,ANON-0000-0000-0134,118.818,Cappuccino
6/9/2024,15:52.8,card,ANON-0000-0000-0097,118.818,Latte
6/9/2024,30:04.5,card,ANON-0000-0000-0272,118.818,Latte
6/9/2024,52:05.8,card,ANON-0000-0000-0273,118.818,Cappuccino
6/9/2024,04:41.3,card,ANON-0000-0000-0141,87.948,Cortado
6/9/2024,07:08.1,card,ANON-0000-0000-0274,72.513,Espresso
6/9/2024,52:49.6,card,ANON-0000-0000-0275,118.818,Cappuccino
6/9/2024,11:23.6,card,ANON-0000-0000-0276,103.383,Americano with Milk
6/9/2024,13:08.1,card,ANON-0000-0000-0276,118.818,Latte
6/9/2024,14:10.8,card,ANON-0000-0000-0276,118.818,Latte
6/9/2024,10:30.7,card,ANON-0000-0000-0277,87.948,Cortado
6/9/2024,17:28.2,card,ANON-0000-0000-0278,118.818,Cappuccino
6/9/2024,21:19.3,card,ANON-0000-0000-0279,103.383,Americano with Milk
6/9/2024,05:08.8,card,ANON-0000-0000-0280,87.948,Americano
6/10/2024,47:49.9,card,ANON-0000-0000-0281,118.818,Cappuccino
6/10/2024,56:48.3,card,ANON-0000-0000-0097,118.818,Latte
6/10/2024,04:28.1,card,ANON-0000-0000-0282,118.818,Hot Chocolate
6/10/2024,05:22.8,card,ANON-0000-0000-0282,118.818,Hot Chocolate
6/10/2024,37:23.6,card,ANON-0000-0000-0283,118.818,Latte
6/10/2024,38:19.7,card,ANON-0000-0000-0283,118.818,Latte
6/11/2024,38:04.0,card,ANON-0000-0000-0284,103.383,Americano with Milk
6/11/2024,48:25.3,card,ANON-0000-0000-0285,118.818,Latte
6/11/2024,49:36.4,card,ANON-0000-0000-0285,118.818,Latte
6/11/2024,17:03.3,card,ANON-0000-0000-0286,118.818,Hot Chocolate
6/11/2024,27:41.9,card,ANON-0000-0000-0287,103.383,Americano with Milk
6/11/2024,28:50.2,card,ANON-0000-0000-0287,103.383,Americano with Milk
6/12/2024,18:18.8,card,ANON-0000-0000-0288,118.818,Hot Chocolate
6/12/2024,51:43.9,card,ANON-0000-0000-0289,118.818,Cappuccino
6/12/2024,41:17.2,card,ANON-0000-0000-0283,118.818,Latte
6/12/2024,47:27.9,card,ANON-0000-0000-0290,118.818,Latte
6/12/2024,16:33.6,card,ANON-0000-0000-0256,118.818,Hot Chocolate
6/12/2024,25:34.2,card,ANON-0000-0000-0291,103.383,Americano with Milk
6/13/2024,54:24.2,card,ANON-0000-0000-0292,87.948,Americano
6/13/2024,57:25.6,card,ANON-0000-0000-0097,118.818,Latte
6/13/2024,50:25.0,card,ANON-0000-0000-0293,103.383,Americano with Milk
6/13/2024,57:11.5,card,ANON-0000-0000-0141,87.948,Cortado
6/13/2024,04:58.6,card,ANON-0000-0000-0294,103.383,Americano with Milk
6/13/2024,27:46.6,card,ANON-0000-0000-0295,118.818,Hot Chocolate
6/13/2024,22:19.1,card,ANON-0000-0000-0296,118.818,Latte
6/13/2024,20:51.8,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/13/2024,43:46.0,card,ANON-0000-0000-0012,72.513,Espresso
6/13/2024,45:00.6,card,ANON-0000-0000-0295,72.513,Espresso
6/13/2024,48:17.9,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/13/2024,02:28.4,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/14/2024,46:13.2,card,ANON-0000-0000-0141,87.948,Cortado
6/14/2024,30:31.6,card,ANON-0000-0000-0297,87.948,Americano
6/14/2024,14:41.7,card,ANON-0000-0000-0097,118.818,Latte
6/14/2024,29:53.4,card,ANON-0000-0000-0298,103.383,Americano with Milk
6/15/2024,26:02.0,card,ANON-0000-0000-0299,118.818,Cappuccino
6/15/2024,21:28.1,card,ANON-0000-0000-0300,118.818,Latte
6/15/2024,22:46.9,card,ANON-0000-0000-0300,103.383,Americano with Milk
6/15/2024,23:52.2,card,ANON-0000-0000-0300,72.513,Espresso
6/15/2024,24:35.1,card,ANON-0000-0000-0300,118.818,Cocoa
6/15/2024,25:24.0,card,ANON-0000-0000-0300,103.383,Americano with Milk
6/15/2024,03:29.9,card,ANON-0000-0000-0301,103.383,Americano with Milk
6/15/2024,14:04.6,card,ANON-0000-0000-0302,87.948,Americano
6/16/2024,43:51.5,card,ANON-0000-0000-0059,103.383,Americano with Milk
6/16/2024,58:41.4,card,ANON-0000-0000-0303,118.818,Latte
6/16/2024,00:38.2,card,ANON-0000-0000-0303,118.818,Hot Chocolate
6/16/2024,01:41.5,card,ANON-0000-0000-0303,118.818,Hot Chocolate
6/16/2024,49:27.6,card,ANON-0000-0000-0276,103.383,Americano with Milk
6/16/2024,00:39.0,card,ANON-0000-0000-0274,72.513,Espresso
6/16/2024,02:36.3,card,ANON-0000-0000-0304,103.383,Americano with Milk
6/16/2024,05:10.4,card,ANON-0000-0000-0304,103.383,Americano with Milk
6/16/2024,43:59.6,card,ANON-0000-0000-0305,118.818,Hot Chocolate
6/16/2024,47:36.5,card,ANON-0000-0000-0306,118.818,Hot Chocolate
6/16/2024,45:17.3,card,ANON-0000-0000-0059,103.383,Americano with Milk
6/16/2024,46:16.6,card,ANON-0000-0000-0059,103.383,Americano with Milk
6/17/2024,57:24.0,card,ANON-0000-0000-0307,87.948,Americano
6/17/2024,12:05.1,card,ANON-0000-0000-0308,87.948,Cortado
6/17/2024,13:37.6,card,ANON-0000-0000-0308,87.948,Cortado
6/17/2024,55:51.6,card,ANON-0000-0000-0042,118.818,Cappuccino
6/17/2024,51:35.4,card,ANON-0000-0000-0164,118.818,Cappuccino
6/17/2024,50:13.4,card,ANON-0000-0000-0012,118.818,Cappuccino
6/17/2024,51:11.0,card,ANON-0000-0000-0012,118.818,Cappuccino
6/17/2024,52:36.3,card,ANON-0000-0000-0012,87.948,Americano
6/17/2024,51:19.6,card,ANON-0000-0000-0309,87.948,Americano
6/17/2024,16:11.5,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/18/2024,04:06.1,card,ANON-0000-0000-0299,87.948,Americano
6/18/2024,05:12.3,card,ANON-0000-0000-0299,118.818,Cappuccino
6/18/2024,20:40.6,card,ANON-0000-0000-0154,118.818,Cappuccino
6/18/2024,21:38.9,card,ANON-0000-0000-0154,118.818,Cappuccino
6/18/2024,35:49.5,card,ANON-0000-0000-0310,87.948,Cortado
6/18/2024,20:49.5,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/18/2024,22:18.5,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/19/2024,47:19.8,card,ANON-0000-0000-0311,118.818,Latte
6/19/2024,17:54.5,card,ANON-0000-0000-0141,87.948,Cortado
6/19/2024,54:00.5,card,ANON-0000-0000-0312,87.948,Americano
6/19/2024,11:27.8,card,ANON-0000-0000-0313,118.818,Latte
6/19/2024,12:31.4,card,ANON-0000-0000-0313,118.818,Cocoa
6/19/2024,21:36.3,card,ANON-0000-0000-0164,103.383,Americano with Milk
6/19/2024,28:43.4,card,ANON-0000-0000-0153,118.818,Cappuccino
6/19/2024,29:59.0,card,ANON-0000-0000-0153,118.818,Latte
6/19/2024,31:31.3,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/19/2024,28:59.5,card,ANON-0000-0000-0192,118.818,Cappuccino
6/19/2024,30:03.5,card,ANON-0000-0000-0192,103.383,Americano with Milk
6/20/2024,50:06.5,card,ANON-0000-0000-0097,118.818,Latte
6/20/2024,59:02.1,card,ANON-0000-0000-0314,118.818,Latte
6/20/2024,00:00.2,card,ANON-0000-0000-0314,118.818,Latte
6/20/2024,39:10.0,card,ANON-0000-0000-0257,118.818,Latte
6/20/2024,57:40.6,card,ANON-0000-0000-0009,118.818,Latte
6/20/2024,59:17.6,card,ANON-0000-0000-0009,103.383,Americano with Milk
6/21/2024,59:55.9,card,ANON-0000-0000-0311,118.818,Latte
6/21/2024,01:40.2,card,ANON-0000-0000-0315,87.948,Americano
6/21/2024,19:19.4,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/21/2024,20:31.5,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/21/2024,12:16.1,card,ANON-0000-0000-0316,72.513,Espresso
6/21/2024,30:26.7,card,ANON-0000-0000-0009,118.818,Latte
6/21/2024,47:06.2,card,ANON-0000-0000-0154,118.818,Cappuccino
6/21/2024,48:06.7,card,ANON-0000-0000-0154,118.818,Cappuccino
6/21/2024,49:54.5,card,ANON-0000-0000-0180,118.818,Cappuccino
6/21/2024,51:00.2,card,ANON-0000-0000-0180,118.818,Cappuccino
6/21/2024,52:18.8,card,ANON-0000-0000-0180,87.948,Americano
6/21/2024,55:37.1,card,ANON-0000-0000-0311,103.383,Americano with Milk
6/22/2024,39:50.3,card,ANON-0000-0000-0141,87.948,Cortado
6/22/2024,37:48.8,card,ANON-0000-0000-0311,103.383,Americano with Milk
6/22/2024,53:15.5,card,ANON-0000-0000-0317,103.383,Americano with Milk
6/22/2024,37:20.1,card,ANON-0000-0000-0009,118.818,Latte
6/22/2024,10:23.0,card,ANON-0000-0000-0318,118.818,Cappuccino
6/23/2024,12:01.4,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/23/2024,13:50.6,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/23/2024,06:47.0,card,ANON-0000-0000-0319,118.818,Cappuccino
6/23/2024,29:07.8,card,ANON-0000-0000-0320,118.818,Latte
6/23/2024,30:36.4,card,ANON-0000-0000-0320,118.818,Cappuccino
6/24/2024,44:39.9,card,ANON-0000-0000-0164,103.383,Americano with Milk
6/24/2024,49:36.0,card,ANON-0000-0000-0180,118.818,Cappuccino
6/24/2024,50:44.1,card,ANON-0000-0000-0180,118.818,Cappuccino
6/24/2024,02:29.0,card,ANON-0000-0000-0321,118.818,Latte
6/24/2024,46:00.6,card,ANON-0000-0000-0203,118.818,Cappuccino
6/24/2024,47:00.4,card,ANON-0000-0000-0203,118.818,Cappuccino
6/25/2024,19:24.2,card,ANON-0000-0000-0322,118.818,Latte
6/25/2024,28:26.4,card,ANON-0000-0000-0012,103.383,Americano with Milk
6/25/2024,29:42.4,card,ANON-0000-0000-0040,103.383,Americano with Milk
6/25/2024,34:52.3,card,ANON-0000-0000-0203,118.818,Cappuccino
6/26/2024,33:01.7,card,ANON-0000-0000-0323,118.818,Latte
6/26/2024,32:29.5,card,ANON-0000-0000-0324,72.513,Espresso
6/26/2024,34:01.6,card,ANON-0000-0000-0325,87.948,Americano
6/26/2024,21:53.3,card,ANON-0000-0000-0009,118.818,Latte
6/26/2024,27:00.8,card,ANON-0000-0000-0009,118.818,Cappuccino
6/26/2024,28:14.6,card,ANON-0000-0000-0206,103.383,Americano with Milk
6/27/2024,15:43.2,card,ANON-0000-0000-0326,103.383,Americano with Milk
6/27/2024,11:48.0,card,ANON-0000-0000-0327,87.948,Cortado
6/27/2024,44:03.4,card,ANON-0000-0000-0328,103.383,Americano with Milk
6/27/2024,50:31.6,card,ANON-0000-0000-0329,118.818,Cappuccino
6/28/2024,08:35.0,card,ANON-0000-0000-0141,87.948,Cortado
6/28/2024,51:54.0,card,ANON-0000-0000-0274,72.513,Espresso
6/28/2024,50:55.4,card,ANON-0000-0000-0330,103.383,Americano with Milk
6/28/2024,52:01.9,card,ANON-0000-0000-0331,118.818,Latte
6/28/2024,28:20.0,card,ANON-0000-0000-0332,118.818,Cappuccino
6/29/2024,47:10.3,card,ANON-0000-0000-0097,103.383,Americano with Milk
6/29/2024,40:19.6,card,ANON-0000-0000-0333,103.383,Americano with Milk
6/29/2024,41:26.6,card,ANON-0000-0000-0333,103.383,Americano with Milk
6/29/2024,30:24.4,card,ANON-0000-0000-0334,118.818,Cappuccino
6/29/2024,31:42.6,card,ANON-0000-0000-0334,118.818,Cappuccino
6/29/2024,23:43.6,card,ANON-0000-0000-0335,118.818,Cappuccino
6/29/2024,24:52.4,card,ANON-0000-0000-0335,118.818,Hot Chocolate
6/29/2024,27:22.4,card,ANON-0000-0000-0009,118.818,Latte
6/30/2024,28:09.8,card,ANON-0000-0000-0336,118.818,Latte
6/30/2024,05:50.6,card,ANON-0000-0000-0337,72.513,Espresso
6/30/2024,54:41.7,card,ANON-0000-0000-0009,118.818,Hot Chocolate
6/30/2024,04:09.7,card,ANON-0000-0000-0097,103.383,Americano with Milk
